school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,is_dropout,parent_edu_avg,alc_total,grade_avg_g1g2,pass_fail
0,0,16,1,0,0,2,1,2,2,2,1,1,2,0,0,0,1,1,1,1,1,1,5,3,4,1,1,2,8.0,8,9,10,0,1.5,2,8.5,1
0,0,15,1,0,0,4,3,3,3,3,1,1,2,0,0,1,1,1,1,1,1,0,4,3,2,1,1,1,0.0,14,15,15,0,3.5,2,14.5,1
0,1,15,1,0,1,4,4,4,1,3,1,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,4.0,14,15,15,0,4.0,2,14.5,1
0,1,15,1,1,1,1,2,2,0,1,0,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2.0,9,10,9,0,1.5,2,9.5,0
0,0,16,1,0,1,4,2,3,2,0,1,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,1,5,2.0,15,16,16,0,3.0,2,15.5,1
0,0,16,0,0,1,4,4,1,4,2,1,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,6.0,10,11,11,0,4.0,5,10.5,1
0,0,16,1,0,1,1,1,3,3,0,0,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,6.0,10,8,11,0,1.0,10,9.0,1
0,0,16,1,1,1,1,2,2,3,3,0,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,4.0,8,10,9,0,1.5,2,9.0,0
0,0,16,1,0,1,4,3,4,1,1,1,1,3,0,1,1,1,1,1,1,1,0,3,4,4,2,4,4,2.0,10,9,9,0,3.5,6,9.5,0
0,0,15,1,1,1,4,3,3,3,3,0,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0.0,10,10,10,0,3.5,6,10.0,1
0,0,16,1,1,1,4,3,4,3,0,1,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2.0,16,15,15,0,3.5,3,15.5,1
0,1,15,1,0,0,4,4,2,3,3,1,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,4.0,13,13,12,0,4.0,10,13.0,1
0,0,16,1,0,1,3,1,3,2,0,1,1,4,0,1,1,1,0,1,1,1,0,4,3,3,1,2,5,4.0,7,7,6,0,2.0,3,7.0,0
0,0,15,0,1,1,2,2,1,3,3,1,2,2,0,1,1,1,0,1,1,1,0,4,1,3,1,3,4,2.0,8,9,8,0,2.0,4,8.5,0
0,0,15,0,1,1,3,1,2,2,3,0,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,12.0,16,16,16,0,2.0,5,16.0,1
0,1,16,1,0,1,3,1,2,2,3,0,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0.0,13,15,15,0,2.0,2,14.0,1
0,1,15,1,0,1,4,2,2,2,0,1,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0.0,10,10,10,0,3.0,2,10.0,1
0,0,15,0,0,1,1,1,2,2,3,1,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2.0,8,6,5,0,1.0,6,7.0,0
0,1,16,1,0,1,3,1,2,2,3,1,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,2.0,12,12,14,0,2.0,4,12.0,1
0,0,16,1,0,1,3,3,2,3,1,1,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,18.299999999999955,11,12,11,0,3.0,6,11.5,1
0,1,15,1,0,1,4,3,4,2,1,1,1,2,0,0,1,1,1,1,1,1,0,4,3,3,2,3,5,6.0,9,9,10,0,3.5,5,9.0,1
0,1,15,1,0,1,4,0,4,2,0,1,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8.0,11,11,10,0,2.0,2,11.0,1
0,0,16,1,0,1,2,2,2,2,3,1,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0.0,11,11,11,0,2.0,4,11.0,1
0,1,17,1,0,1,2,1,2,2,1,1,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2.0,8,8,10,0,1.5,2,8.0,1
0,0,16,1,0,1,3,4,0,2,0,1,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12.0,5,5,5,0,3.5,3,5.0,0
0,1,15,1,0,1,2,3,2,3,0,0,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2.0,10,12,12,0,2.5,4,11.0,1
0,1,15,1,0,1,2,3,2,2,1,1,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4.0,11,10,11,0,2.5,3,10.5,1
0,0,15,1,1,1,3,2,3,2,3,1,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10.0,7,6,6,0,2.5,2,6.5,0
0,1,15,1,1,1,2,2,3,3,1,1,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4.0,15,15,15,0,2.0,4,15.0,1
0,0,15,1,0,1,1,1,2,2,1,0,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2.0,9,10,10,0,1.0,5,9.5,1
0,0,15,1,0,1,4,4,3,3,3,0,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6.0,7,9,8,0,4.0,5,8.0,0
0,0,16,1,1,1,2,2,0,2,0,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4.0,8,7,6,0,2.0,3,7.5,0
0,0,15,1,0,1,4,2,2,2,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4.0,13,14,14,0,3.0,4,13.5,1
0,1,16,1,0,1,2,2,3,2,3,0,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12.0,11,10,10,0,2.0,2,10.5,1
0,1,16,1,1,0,4,4,4,1,3,1,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18.0,8,6,7,0,4.0,8,7.0,0
0,0,16,1,0,1,3,3,2,2,1,1,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0.0,7,7,8,0,3.0,4,7.0,0
0,0,15,1,0,1,4,3,3,2,3,1,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4.0,16,17,18,0,3.5,4,16.5,1
0,0,16,1,1,1,3,1,2,2,1,0,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4.0,7,6,6,0,2.0,5,6.5,0
0,0,16,1,0,1,4,2,4,3,1,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0.0,11,10,10,0,3.0,2,10.5,1
0,1,15,1,1,1,2,2,3,1,3,1,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6.0,11,13,14,0,2.0,2,12.0,1
0,0,15,0,0,1,1,1,0,2,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2.0,7,10,10,0,1.0,2,8.5,1
0,1,16,0,0,1,4,3,3,2,3,1,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2.0,11,15,15,0,3.5,2,13.0,1
0,0,16,1,0,1,2,1,2,2,0,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2.0,8,9,10,0,1.5,2,8.5,1
0,0,16,1,0,1,4,4,2,2,3,1,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6.0,11,14,14,0,4.0,3,12.5,1
0,0,16,1,0,1,4,3,2,0,0,1,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0.0,7,9,8,0,3.5,2,8.0,0
0,1,16,1,0,1,4,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14.0,7,7,5,0,4.0,10,7.0,0
0,1,16,1,0,1,4,4,3,4,2,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0.0,16,17,17,0,4.0,2,16.5,1
0,1,15,1,0,1,4,4,3,2,0,1,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4.0,10,13,14,0,4.0,2,11.5,1
0,0,15,1,0,1,3,2,3,2,1,1,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,18.299999999999955,7,6,6,0,2.5,2,6.5,0
0,1,15,1,0,0,3,4,3,2,0,1,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0.0,16,18,18,0,3.5,2,17.0,1
0,0,15,1,0,0,3,3,2,1,3,0,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10.0,10,11,11,0,3.0,2,10.5,1
0,0,15,1,0,1,2,2,2,2,0,1,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8.0,7,8,8,0,2.0,2,7.5,0
0,1,16,1,0,1,3,3,3,2,1,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2.0,16,18,18,0,3.0,2,17.0,1
0,1,15,0,0,1,4,4,2,2,1,0,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6.0,10,13,13,0,4.0,8,11.5,1
0,0,16,1,1,1,4,4,1,1,2,1,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4.0,14,15,16,0,4.0,2,14.5,1
0,1,15,1,1,0,4,4,4,4,0,1,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6.0,18,19,19,0,4.0,2,18.5,1
0,0,16,0,0,1,3,3,3,2,3,0,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0.0,7,10,10,0,3.0,2,8.5,1
0,0,16,1,0,1,2,2,0,2,1,1,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6.0,10,13,13,0,2.0,2,11.5,1
0,1,15,1,1,1,4,2,4,2,0,1,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10.0,18,19,19,0,3.0,2,18.5,1
0,1,15,0,0,1,2,1,1,3,3,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8.0,9,9,9,0,1.5,2,9.0,0
0,1,16,1,0,1,4,4,4,4,0,0,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2.0,15,15,16,0,4.0,3,15.0,1
0,1,15,1,0,1,4,4,2,4,3,0,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2.0,11,13,14,0,4.0,2,12.0,1
0,1,16,1,0,1,3,3,2,3,1,0,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0.0,13,14,13,0,3.0,2,13.5,1
0,1,17,0,0,1,1,3,2,2,0,0,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,18.299999999999955,9,7,8,0,2.0,5,8.0,0
0,1,15,1,0,1,3,4,2,2,3,0,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6.0,14,13,13,0,3.5,3,13.5,1
0,0,15,1,0,1,1,2,0,3,0,1,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2.0,16,15,15,0,1.5,3,15.5,1
0,1,15,1,0,1,2,2,3,3,1,0,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6.0,16,14,15,0,2.0,3,15.0,1
0,0,16,1,1,1,2,4,2,1,0,0,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2.0,13,13,13,0,3.0,3,13.0,1
0,1,16,1,0,1,4,4,1,2,0,1,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18.0,14,11,13,0,4.0,5,12.5,1
0,0,16,1,0,1,2,2,2,2,1,1,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0.0,8,7,8,0,2.0,2,7.5,0
0,1,15,1,0,1,3,4,3,3,1,0,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0.0,13,13,12,0,3.5,5,13.0,1
0,0,15,1,1,0,3,4,2,2,1,1,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0.0,7,10,11,0,3.5,2,8.5,1
0,0,19,1,0,1,0,1,0,2,0,2,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2.0,7,8,9,0,0.5,2,7.5,0
0,1,18,0,0,1,2,2,3,2,3,1,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0.0,7,4,0,0,2.0,3,5.5,0
0,1,16,0,0,1,4,4,4,4,0,1,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8.0,18,18,18,0,4.0,7,18.0,1
0,0,15,0,0,1,3,4,3,4,0,0,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0.0,12,0,0,1,3.5,4,6.0,0
0,0,15,1,0,1,1,1,0,2,0,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0.0,8,0,0,1,1.0,3,4.0,0
0,0,17,1,1,1,2,2,2,2,0,0,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12.0,10,13,12,0,2.0,4,11.5,1
0,0,16,1,0,0,3,4,3,2,0,0,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16.0,12,11,11,0,3.5,5,11.5,1
0,1,15,0,0,1,3,4,0,4,0,1,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0.0,9,0,0,1,3.5,2,4.5,0
0,0,15,1,0,1,4,4,3,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0.0,11,0,0,1,4.0,2,5.5,0
0,1,17,0,0,1,3,4,0,2,0,1,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0.0,10,0,0,1,3.5,6,5.0,0
0,0,16,1,0,0,3,3,2,2,0,2,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0.0,4,0,0,1,3.0,2,2.0,0
0,1,16,1,1,1,1,1,3,2,0,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0.0,14,12,12,0,1.0,4,13.0,1
0,0,15,1,0,1,4,4,4,4,0,1,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0.0,16,16,15,0,4.0,2,16.0,1
0,1,15,1,0,1,4,3,4,3,0,0,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0.0,7,9,0,0,3.5,2,8.0,0
0,1,16,1,1,1,2,2,3,3,3,0,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8.0,9,9,9,0,2.0,4,9.0,0
0,0,15,1,0,1,4,4,4,3,0,1,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2.0,9,11,11,0,4.0,2,10.0,1
0,0,16,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2.0,14,14,13,0,1.0,6,14.0,1
0,1,17,1,0,1,2,1,2,2,1,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0.0,5,0,0,1,1.5,3,2.5,0
0,0,15,1,0,1,1,1,2,3,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0.0,8,11,11,0,1.0,3,9.5,1
0,0,15,1,0,1,3,2,1,3,1,0,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0.0,6,7,0,0,2.5,2,6.5,0
0,0,15,1,0,1,1,2,0,2,0,1,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2.0,10,11,11,0,1.5,2,10.5,1
0,1,16,1,0,1,4,4,4,4,0,1,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0.0,7,6,0,0,4.0,3,6.5,0
0,1,15,1,1,0,2,1,3,2,0,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0.0,8,9,10,0,1.5,7,8.5,1
0,1,18,1,1,1,1,1,2,2,0,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0.0,6,5,0,0,1.0,7,5.5,0
0,1,16,1,1,1,2,1,0,2,0,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6.0,12,13,14,0,1.5,8,12.5,1
0,0,15,0,0,1,3,3,3,3,3,2,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8.0,10,10,10,0,3.0,5,10.0,1
0,1,19,1,0,1,3,2,3,0,1,1,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0.0,5,0,0,1,2.5,2,2.5,0
0,0,17,1,0,1,4,4,2,4,0,1,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0.0,11,11,12,0,4.0,2,11.0,1
0,1,15,0,0,1,2,3,0,3,0,1,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2.0,11,8,8,0,2.5,2,9.5,0
0,1,17,0,1,1,1,2,2,2,3,1,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8.0,16,12,13,0,1.5,6,14.0,1
0,0,18,0,0,1,1,1,0,2,0,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6.0,9,8,10,0,1.0,6,8.5,1
0,1,16,0,0,1,2,2,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2.0,17,15,15,0,2.0,3,16.0,1
0,1,16,1,0,1,3,3,2,3,0,0,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4.0,10,12,12,0,3.0,8,11.0,1
0,1,17,0,1,1,2,1,0,2,0,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0.0,7,6,0,0,1.5,4,6.5,0
0,1,15,0,0,1,3,2,2,2,0,1,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6.0,5,9,7,0,2.5,5,7.0,0
0,1,16,1,1,1,1,2,2,2,0,1,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0.0,7,0,0,1,1.5,6,3.5,0
0,1,17,1,0,1,1,3,0,3,0,0,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2.0,10,10,10,0,2.0,5,10.0,1
0,1,17,0,1,1,1,1,2,3,0,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0.0,5,8,7,0,1.0,6,6.5,0
0,1,16,1,0,1,3,2,3,3,0,1,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16.0,12,11,12,0,2.5,2,11.5,1
